,Title,Song Links,Artist,Streams,Date,Token,Loudness
775,Madura (feat. Bad Bunny),https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN,Cosculluela,649026,2018-10-06,0r9d60ZYPAlFHq8qnUtkXN,-7.639
776,Mine,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,Bazzi,646074,2018-10-06,7uzmGiiJyRfuViKKK3lVmR,-3.874
777,Drew Barrymore,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,Bryce Vine,644260,2018-10-06,0OgGn1ofaj55l2PcihQQGV,-7.312
778,Love No More,https://open.spotify.com/track/15fZrZhdK0g1BS9sDeW6sD,Loud Luxury,644077,2018-10-06,15fZrZhdK0g1BS9sDeW6sD,-6.249
779,I'm Yours,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,641748,2018-10-06,3S0OXQeoh0w6AY8WQVckRW,-8.322
780,Lost In Japan - Remix,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv,Shawn Mendes,641579,2018-10-06,575NJxNUVDqwJGdzBrlLbv,-5.34
781,Sin (feat. Jaden Smith),https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx,Young Thug,640184,2018-10-06,1Jl21sidRpEdlVBvYbssLx,-11.767
782,Legend,https://open.spotify.com/track/1CDVadnneswMxi6gBqJTtC,Twenty One Pilots,638766,2018-10-06,1CDVadnneswMxi6gBqJTtC,-6.209
783,Hope,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,635795,2018-10-06,2ZRo7axmMPeSVUvDbGkJah,-6.081
784,Mi Cama - Remix,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE,KAROL G,630903,2018-10-06,38QmUDpkoYlNbMKvpvAsrE,-4.423
785,Diamond Heart,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT,Alan Walker,624484,2018-10-06,4J4zx8xGJpuGndrVc06KaT,-6.145
786,Por Perro,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ,Sebastian Yatra,621358,2018-10-06,2alIsNw1mqEShbWyO1HXZZ,-5.18
787,Close Friends (Lil Ba,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,& Gunna),620743,2018-10-06,5nzhL67GpF9szXWg5y509A,-5.077
788,Young Dumb & Broke,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,Khalid,618391,2018-10-06,5Z3GHaZ6ec9bsiI5BenrbY,-6.351
789,Wonderwall - Remastered,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,Oasis,613294,2018-10-06,5qqabIl2vWzo9ApSC317sa,-4.066
790,OTW,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,Khalid,611485,2018-10-06,6Hgh47WXVKtXN5zGOu0hjI,-6.183
791,Something Just Like This,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,610511,2018-10-06,6RUKPb4LETWmmr3iAEQktW,-6.769
792,Ric Flair Drip (& Metro Boomin),https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,Offset,608616,2018-10-06,7sO5G9EABYOXQKNPNiE9NR,-8.28
793,Thinking out Loud,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,608053,2018-10-06,1Slwb6dOYkBlWal1PGtnNg,-6.061
794,Chica Paranormal,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV,Paulo Londra,604824,2018-10-06,2r77vqSZkOktTSgmAOoHsV,-4.319
795,Self Care,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,Mac Miller,601138,2018-10-06,5bJ1DrEM4hNCafcDd1oxHx,-8.109
796,Silence,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,Marshmello,600764,2018-10-06,7vGuf3Y35N4wmASOKLUVVU,-3.093
797,O Bebê,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd,MC Kevinho,600068,2018-10-06,51HrDv54pSe1IqynORNXBd,-3.734
798,Don’t Matter To Me (with Michael Jackson),https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,Drake,598472,2018-10-06,6G8kHiVZ1jW7vHMPVRNZU0,-12.391
799,Bohemian Rhapsody - Remastered 2011,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,Queen,590449,2018-10-06,7tFiyTwD0nx5a1eklYtX2J,-9.91
800,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,DJ Snake,3946437,2018-10-07,4w8niZpiMy6qz1mntFA5uM,-4.206
801,Happier,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,Marshmello,3481142,2018-10-07,2dpaYNEQHiRxtZbfNsse99,-2.749
802,I Love It (& Lil Pump),https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,Kanye West,3232498,2018-10-07,4S8d14HvHb70ImctNgVzQQ,-8.304
803,Falling Down - Bonus Track,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q,Lil Peep,2768097,2018-10-07,0Dn40gxVCMo5TkgS8Ik18Q,-6.442
804,Promises (with Sam Smith),https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,Calvin Harris,2560235,2018-10-07,5N5k9nd479b1xpDZ4usjrg,-5.991
805,Eastside (with Halsey & Khalid),https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,benny blanco,2479762,2018-10-07,0d2iYfpKoM0QCKvcLCkBao,-7.648
806,In My Mind,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,2412035,2018-10-07,0E9ZjEAyAwOXZ7wJC0PD33,-5.335
807,In My Feelings,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,Drake,2302664,2018-10-07,2G7V7zsVDxg1yRsu7Ew9RJ,-5.833
808,Lucid Dreams,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf,Juice WRLD,2231016,2018-10-07,0s3nnoMeVWz3989MkNQiRf,-7.23
809,SICKO MODE,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,Travis Scott,2224997,2018-10-07,2xLMifQCjDGFmkHkpNLD9h,-3.714
810,Better,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J,Khalid,1997201,2018-10-07,4T3fNx3CgwDRRYgmFCbD4J,-10.332
811,SAD!,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,1988301,2018-10-07,3ee8Jmje8o58CHK66QrVC2,-4.88
812,Be Alright,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,Dean Lewis,1943391,2018-10-07,3EPXxR3ImUwfayaurPi3cm,-6.319
813,Moonlight,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,XXXTENTACION,1936535,2018-10-07,0JP9xo3adEtGSdUEISiszL,-5.723
814,Girls Like You (feat. Cardi B),https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,1882837,2018-10-07,7fa9MBXhVfQ8P8Df9OEbD8,-6.825
815,Drip Too Hard (Lil Ba,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,& Gunna),1870273,2018-10-07,78QR3Wp35dqAhFEc2qAGjE,-6.903
816,Vaina Loca,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,Ozuna,1846258,2018-10-07,48zFZh27QU5qsrBjn4C2FA,-4.249
817,BEBE,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C,6ix9ine,1817639,2018-10-07,7ATATJztoWLcqDAcVVof0C,-3.559
818,STOOPID,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K,6ix9ine,1731339,2018-10-07,1jQvUmf16VE9WQCPuK2e8K,-4.296
819,Without Me,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,Halsey,1719281,2018-10-07,5p7ujcrUXASCNwRaWNHR1C,-7.05
820,FEFE (feat. Nicki Minaj & Murda Beatz),https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,6ix9ine,1705572,2018-10-07,2E124GmJRnBJuXbTb4cPUB,-9.127
821,Mo Bamba,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,1660992,2018-10-07,1xzBco0xcoJEDXktl7Jxrr,-5.266
822,I Like It,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,Cardi B,1642839,2018-10-07,58q2HKrzhC3ozto2nDdN4z,-3.998
823,Electricity (with Dua Lipa),https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,Silk City,1611826,2018-10-07,5N4erncE7kuUccm7zEmwzk,-6.439
824,Mona Lisa (feat. Kendrick Lamar),https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8,Lil Wayne,1586985,2018-10-07,0dbTQYW3Ad1FTzIA9t90E8,-4.393
825,Shallow,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,1568218,2018-10-07,2VxeLyX666F8uXCJ0dZF8B,-6.362
826,Better Now,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,Post Malone,1565625,2018-10-07,7dt6x5M1jzdTEt8oCbisTK,-5.843
827,Taste (feat. Offset),https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,Tyga,1560833,2018-10-07,5IaHrVsrferBYDm0bDyABy,-7.442
828,Natural,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,1556500,2018-10-07,4zIO3ilp5HvTeK3HJHxhMP,-6.106
829,This Feeling (feat. Kelsea Ballerini),https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N,The Chainsmokers,1516258,2018-10-07,15kQGEy89K8deJcZVFEn0N,-7.906
830,Never Recover (Lil Ba,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,"& Gunna, Drake)",1514416,2018-10-07,6wWaVoUOzLQJHd3bWAUpdZ,-5.415
831,Lucky You (feat. Joyner Lucas),https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,Eminem,1504804,2018-10-07,60SdxE8apGAxMiRrpbmLY0,-4.884
832,Te Boté - Remix,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia,1448521,2018-10-07,3V8UKqhEK5zBkBb6d6ub8i,-3.445
833,Beautiful (feat. Camila Cabello),https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,Bazzi,1381658,2018-10-07,4VUwkH455At9kENOfzTqmF,-4.722
834,Youngblood,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,1365355,2018-10-07,2iUXsYOEPhVqEBwsqP70rE,-5.114
835,Rise,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,Jonas Blue,1324778,2018-10-07,3u1S1OmAUhx5DRlLrXqyp3,-4.653
836,Solo (feat. Demi Lovato),https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,Clean Bandit,1313709,2018-10-07,6kPJZM97LwdG9QIsT7khp6,-4.546
837,Nonstop,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,Drake,1303463,2018-10-07,0TlLq3lA83rQOYtrqBqSct,-8.074
838,Jocelyn Flores,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,1302958,2018-10-07,7m9OqQk4RVRkw9JJdeAw96,-9.144
839,Shotgun,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,George Ezra,1282910,2018-10-07,4ofwffwvvnbSkrMSCKQDaC,-4.733
840,God is a woman,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,1274332,2018-10-07,5OCJzvD7sykQEKHH7qAC3C,-5.934
841,Cuando Te Besé,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,Becky G,1273710,2018-10-07,2XXMDz7SPZ4mSFN1PXfHUy,-3.713
842,breathin,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Ariana Grande,1241084,2018-10-07,4OafepJy2teCjYJbvFE60J,-5.413
843,No Es Justo,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,J Balvin,1240543,2018-10-07,5qFeMRz4TvetPmzjre9Dq7,-4.494
844,Thunderclouds,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi,Sia,1220872,2018-10-07,5a8RPWgKSmcGBGcffmIrUi,-5.985
845,Noticed,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC,Lil Mosey,1217756,2018-10-07,7d6XJZjnm7iWcKwYL9z5kC,-7.622
846,No Brainer,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,DJ Khaled,1207181,2018-10-07,5WvAo7DNuPRmk4APhdPzi8,-4.706
847,Quiere Beber,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,Anuel AA,1204249,2018-10-07,3rPAD722s5FFNnwjC91t7Z,-3.482
848,Wake Up in the Sky,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,1177086,2018-10-07,0QIjsbm2fh1cJ45XO9eGqq,-5.144
849,rockstar (feat. 21 Savage),https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,Post Malone,1143694,2018-10-07,0e7ipj03S05BNilyu5bRzt,-6.09
850,God's Plan,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,Drake,1143618,2018-10-07,6DCZcSspjsKoFjzjrWoCdn,-9.211
851,Body (feat. Brando),https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,1143046,2018-10-07,7K7MUBCnzgBAvMVW2RTWNs,-4.399
852,changes,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,XXXTENTACION,1137749,2018-10-07,7AFASza1mXqntmGtbxXprO,-10.068
853,Venom - Music From The Motion Picture,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4,Eminem,1136361,2018-10-07,2SL6oP2YAEQbqsrkOzRGO4,-5.063
854,One Kiss (with Dua Lipa),https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,Calvin Harris,1131841,2018-10-07,7ef4DlsgrMEH11cDZd32M6,-3.24
855,Killshot,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv,Eminem,1116999,2018-10-07,1jo3TwNGCXfNdB5uba3ZVv,-8.645
856,Don't Cry (feat. XXXTENTACION),https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne,Lil Wayne,1099095,2018-10-07,5BQrp63SHCVf4bzCzJePne,-6.072
857,Sin Pijama,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,Becky G,1088133,2018-10-07,2ijef6ni2amuunRoKTlgww,-3.695
858,Jackie Chan,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,Tiësto,1085483,2018-10-07,4kWO6O1BUXcZmaxitpVUwp,-2.867
859,Let You Love Me,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS,Rita Ora,1074566,2018-10-07,6xtcFXSo8H9BZN637BMVKS,-3.149
860,High Hopes,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,1066503,2018-10-07,1rqqCSm0Qe4I9rUvWncaom,-2.729
861,Mala Mía,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,Maluma,1053407,2018-10-07,62o8KoI44JfN7aYxgTnPvh,-4.883
862,Morph,https://open.spotify.com/track/01vv2AjxgP4uUyb8waYO5Y,Twenty One Pilots,1047004,2018-10-07,01vv2AjxgP4uUyb8waYO5Y,-7.249
863,no tears left to cry,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,1043408,2018-10-07,2qT1uLXPVPzGgFOx4jtEuo,-5.507
864,Good,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG,e (feat. Nicki Minaj & Willy William),996997,2018-10-07,5Xn4IyTtW6FUGIUyWjbUHG,-3.694
865,Love Someone,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ,Lukas Graham,992694,2018-10-07,2JqnpexlO9dmvjUMCaLCLJ,-6.557
866,New Patek,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,Lil Uzi Vert,971256,2018-10-07,0Fpen1PTuEnCmOJtUU9Iud,-4.963
867,2002,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,969755,2018-10-07,2BgEsaKNfHUdlh97KmvFyo,-2.881
868,Shape of You,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,960469,2018-10-07,7qiZfU4dY1lWllzX7mPBI3,-3.183
869,Chlorine,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau,Twenty One Pilots,959990,2018-10-07,23OXdR7YuUBVWh5hSnYJau,-7.388
870,My Blood,https://open.spotify.com/track/5HeKOKc4phmLn8e4I7EkzD,Twenty One Pilots,947499,2018-10-07,5HeKOKc4phmLn8e4I7EkzD,-6.609
871,Fuck Love (feat. Trippie Redd),https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,XXXTENTACION,937368,2018-10-07,7AQim7LbvFVZJE3O8TYgf2,-9.74
872,Psycho (feat. Ty Dolla $ign),https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,Post Malone,930817,2018-10-07,3swc6WTsr7rl9DqQKQA55C,-8.011
873,Ya No Tiene Novio,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,Sebastian Yatra,924321,2018-10-07,7uQmJ1jgNzBpATSoWKSPFu,-1.948
874,Amigos Con Derechos,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,Reik,923624,2018-10-07,2zDj4WjbNDmrRL6Z4YjjCA,-3.324
875,Sweet but Psycho,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,Ava Max,902769,2018-10-07,25sgk305KZfyuqVBQIahim,-4.724
876,Believer,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,900221,2018-10-07,0pqnGHJpmpxLKifKRmU6WP,-4.374
877,Uproar,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk,Lil Wayne,890479,2018-10-07,3wScL5W8H40zzCKN0atfBk,-2.188
878,Perfect,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,887010,2018-10-07,0tgVpDi06FyKpA1z0VMD4v,-6.312
879,Praise The Lord (Da Shine) (feat. Skepta),https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky,874210,2018-10-07,7ycWLEP1GsNjVvcjawXz3z,-8.152
880,Asesina,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK,Brytiago,871268,2018-10-07,6rbhaJsE4uLzpPf8WYSHDK,-5.233
881,Havana (feat. Young Thug),https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,Camila Cabello,852265,2018-10-07,1rfofaqEpACxVEHIZBJe6W,-4.333
882,Yes Indeed,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,Lil Ba,852003,2018-10-07,6vN77lE9LK6HP2DewaN6HZ,-9.309
883,Happy Now,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,Zedd,850320,2018-10-07,4keoy2fqgwGnbWlm3ZVZFa,-5.128
884,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,Marshmello,849171,2018-10-07,08bNPGLD8AhKpnnERrAc6G,-2.384
885,lovely (with Khalid),https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,844904,2018-10-07,0u2P5u6lvoDfwTYjAADbn4,-10.109
886,No Stylist,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,French Montana,843421,2018-10-07,04MLEeAMuV9IlHEsD8vF6A,-4.589
887,Back To You - From 13 Reasons Why – Season 2 Soundtrack,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,833241,2018-10-07,4hQ6UGyWQIGJmHSo0J88JW,-4.856
888,Clandestino,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf,Shakira,827478,2018-10-07,7DrluKkTviBwCc8AV3VGmf,-4.126
889,IDGAF,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,Dua Lipa,811452,2018-10-07,76cy1WJvNGJTj78UqeA5zr,-5.975
890,There's No Way (feat. Julia Michaels),https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,Lauv,810175,2018-10-07,2hnxrRNzF74mdDzpQZQukQ,-7.114
891,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,Zedd,804034,2018-10-07,09IStsImFySgyp0pIQdqAc,-3.061
892,Culpables,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,KAROL G,799897,2018-10-07,6q8Lb50EtqNeeJXXe8mMAH,-2.942
893,Ocean (feat. Khalid),https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,Martin Garrix,798676,2018-10-07,3nc420PXjTdBV5TN0gCFkS,-7.265
894,Thunder,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,793385,2018-10-07,1zB4vmk8tFRmM9UULNzbLB,-4.833
895,No Me Acuerdo,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd,Thalía,791816,2018-10-07,00EPIEnX1JFjff8sC6bccd,-4.247
896,Let It Fly (feat. Travis Scott),https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h,Lil Wayne,788821,2018-10-07,0CBQ0m3mufWH75LTYB3s6h,-3.321
897,New Rules,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,Dua Lipa,774354,2018-10-07,2ekn2ttSfGqwhhate0LSR0,-6.021
898,REMEDY,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,Alesso,768111,2018-10-07,6jreFSOTUAViWjKyzOC4Kg,-4.612
899,Jumpsuit,https://open.spotify.com/track/1E1uGhNdBe6Dddbgs2KqtZ,Twenty One Pilots,763849,2018-10-07,1E1uGhNdBe6Dddbgs2KqtZ,-8.329
900,I Like Me Better,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,Lauv,763223,2018-10-07,2P91MQbaiQOfbiz9VqhqKQ,-7.621
901,Toda - Remix,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL,Alex Rose,762042,2018-10-07,7nD2JPaxIKUdxd2UWgnaGL,-7.217
902,Everybody Dies In Their Nightmares,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,755341,2018-10-07,3GVkPk8mqxz0itaAriG1L7,-7.066
903,Nice For What,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,Drake,754604,2018-10-07,3CA9pLiwRIGtUBiMjbZmRw,-6.474
904,Nevermind,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,Dennis Lloyd,745423,2018-10-07,63SevszngYpZOwf63o61K4,-8.354
905,What About Me (feat. Sosamann),https://open.spotify.com/track/3JX0dOCIAiaR8MP3ryXWuM,Lil Wayne,734087,2018-10-07,3JX0dOCIAiaR8MP3ryXWuM,-6.566
906,All Girls Are The Same,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm,Juice WRLD,733859,2018-10-07,0XySogm94T51XF5F2jumXm,-7.226
907,Leave Me Alone,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,728269,2018-10-07,14mHfNsSHN0FbLftyjrV9g,-2.806
908,I'm a Mess,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,723582,2018-10-07,04ZTP5KsCypmtCmQg5tH9R,-6.257
909,Nico And The Niners,https://open.spotify.com/track/5SehvGGC53A7SZKCLXQcyt,Twenty One Pilots,723113,2018-10-07,5SehvGGC53A7SZKCLXQcyt,-7.748
910,Love Lies (with Normani),https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,Khalid,722524,2018-10-07,45Egmo7icyopuzJN0oMEdk,-5.626
911,STARGAZING,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,Travis Scott,721265,2018-10-07,7wBJfHzpfI3032CSD7CE2m,-3.69
912,Don't Leave Me Alone (feat. Anne-Marie),https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,David Guetta,714567,2018-10-07,2zy9TMoZlYGuCNY4TLqG24,-7.838
913,Look At Me!,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,713938,2018-10-07,6eYxmK9fdL4hwLnXG2zY3s,-6.405
914,Born To Be Yours,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM,Kygo,712531,2018-10-07,0kHyKhJMukHEPfeh8s7rdM,-5.84
915,Smithereens,https://open.spotify.com/track/5G6Gt9RtNaeIE418pd4yre,Twenty One Pilots,709378,2018-10-07,5G6Gt9RtNaeIE418pd4yre,-7.627
916,High On Life (feat. Bonn),https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,Martin Garrix,705318,2018-10-07,4ut5G4rgB1ClpMTMfjoIuy,-6.431
917,Trip,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa,Ella Mai,703852,2018-10-07,7noud145AHZGg74vpWOsCa,-5.68
918,Lean Wit Me,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk,Juice WRLD,703801,2018-10-07,29tc0GbW0pTSBZSCZF3NWk,-5.515
919,I Fall Apart,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,Post Malone,700743,2018-10-07,75ZvA4QfFiZvzhj2xkaWAh,-5.408
920,Neon Gravestones,https://open.spotify.com/track/0sXvjZV7p4uvyPN4uQo3FH,Twenty One Pilots,699677,2018-10-07,0sXvjZV7p4uvyPN4uQo3FH,-9.834
921,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,YG,694920,2018-10-07,0ZNrc4kNeQYD9koZ3KvCsy,-7.709
922,XO Tour Llif3,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,690487,2018-10-07,7GX5flRQZVHRAGd6B4TmDO,-6.366
923,Too Good At Good,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,es,685225,2018-10-07,1mXVgsBdtIVeCLJnSnmtdV,-8.279
924,Look Alive (feat. Drake),https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,BlocBoy JB,684079,2018-10-07,4qKcDkK6siZ7Jp1Jb4m0aL,-7.495
925,SLOW DANCING IN THE DARK,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6,Joji,683103,2018-10-07,0UyljEbX9dqI1K0sqdv6B6,-7.458
926,Say My Name,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,David Guetta,676005,2018-10-07,0YammaEkYSeo9vQYZ1OwS6,-5.119
927,The Ringer,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE,Eminem,673263,2018-10-07,2jt2WxXMCD4zjACthkJQVE,-9.126
928,Meant to Be (feat. Florida Georgia Line),https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,Bebe Rexha,667808,2018-10-07,4e4fqjx0Izh4svvTef1z7e,-6.61
929,La player (Bandolera),https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP,Zion & Lennox,666020,2018-10-07,0VKkyBKCXyR99navhVRqcP,-5.238
