,Title,Artist,Streams,Date,Token,Duration,Loudness,Speechiness,Energy,Tempo,Valence,Instrumentalness,Modality
589,DODI,Shindy,600362,2019-01-21,63THFs9ovzO3WQsz4lzh0H,183046,-7.057,0.0629,0.56,146.958,0.371,2.86e-05,0
590,Grip,Seeb,585922,2019-01-21,3gicyfiEVMGONgzygpWjNT,198075,-2.293,0.0507,0.904,138.091,0.503,0.0,1
591,Jumpin on a Jet,Future,649271,2019-01-22,1I3ZAmPmbFV78oNKnibOiW,137134,-6.346,0.091,0.595,140.039,0.157,3.7e-06,1
592,Gassed Up!,XXXTENTACION,841752,2019-01-23,15Y949TGjUppdT78h0S49P,225051,-6.122,0.284,0.56,130.032,0.477,6.72e-06,1
593,Make Eem Run!,Bass Santana,656653,2019-01-23,44nlOJLjLqwNgYcT277V25,192000,-8.908,0.271,0.514,129.997,0.812,0.0,0
594,Mile High,James Blake,656429,2019-01-23,64ydkbrt0xhdJXRaam06Mc,193600,-9.854,0.12,0.37,114.941,0.228,6.22e-05,0
595,Touch Eem Body,XXXTENTACION,646319,2019-01-23,2WOxBv9WElDqB0opEAbCC4,187907,-11.895,0.25,0.419,129.786,0.0644,0.0,0
596,Somebody To Love - Remastered 2011,Queen,755540,2019-01-24,6cFZ4PLC19taNlpl9pbGMf,296493,-6.861,0.0516,0.676,110.232,0.412,0.0,1
597,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,708087,2019-01-24,4Uy3kNxW2kB8AEoXljEcth,174893,-5.158,0.137,0.881,112.027,0.674,2.3e-06,0
598,These Days,Rudimental,676852,2019-01-24,5CLGzJsGqhCEECcpnFQA8x,210773,-4.057,0.0474,0.809,92.213,0.55,0.0,1
599,10 Freaky Girls (with 21 Savage),Metro Boomin,639167,2019-01-24,0AluA5RNsa4Cx6XRhf2hWZ,208293,-9.931,0.31,0.353,88.031,0.0727,0.0,0
600,Never Recover (Lil Ba,"& Gunna, Drake)",636382,2019-01-24,6wWaVoUOzLQJHd3bWAUpdZ,194732,-5.415,0.284,0.69,132.064,0.886,0.0,0
601,Project Dreams,Marshmello,631979,2019-01-24,0PowxVSTY2uh1CPc8EPKyX,167898,-2.129,0.177,0.831,160.153,0.791,0.0,1
602,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,630910,2019-01-24,3L19besdNQzd342qL78xqm,214593,-7.46,0.17,0.55,76.503,0.183,5.69e-06,0
603,Yes Indeed,Lil Ba,627355,2019-01-24,6vN77lE9LK6HP2DewaN6HZ,142273,-9.309,0.53,0.346,119.958,0.562,0.0,0
604,Harmony Hall,Vampire Weekend,831675,2019-01-25,5kXDF4OmM5COyeo6z97nEk,308733,-6.086,0.0479,0.76,98.008,0.6,0.000129,1
605,Orbit,Shirin David,753901,2019-01-25,0dUjcVPXy2Npz7RAmylgOS,197475,-8.85,0.291,0.549,139.99,0.437,0.0,0
606,mother tongue,Bring Me The Horizon,741890,2019-01-25,5IwUFTiNkarb5HEtNRtRtc,217425,-4.567,0.0328,0.872,107.009,0.609,0.0,0
607,Ibiza,Ozuna,656378,2019-01-26,1h9P5WJwyvK8OB7O2YiXgp,200747,-5.144,0.334,0.71,192.046,0.726,0.0,1
608,Quem Me Dera,Márcia Fellipe,639792,2019-01-26,2lAyctg5FocS67eksHoyIg,147990,-3.611,0.0574,0.723,149.918,0.896,0.0,0
609,No Es Justo,J Balvin,622947,2019-01-26,5qFeMRz4TvetPmzjre9Dq7,250840,-4.494,0.0714,0.811,87.866,0.721,0.000363,1
610,Jenifer,Gabriel Diniz,632939,2019-01-27,5ixqGGFu0hdHfErdp32QwT,160640,-2.533,0.0453,0.934,160.108,0.916,1.73e-06,1
611,Look At Me!,XXXTENTACION,574963,2019-01-27,6eYxmK9fdL4hwLnXG2zY3s,126346,-6.405,0.282,0.726,139.059,0.349,0.0,1
612,Calling My Spirit,Kodak Black,629520,2019-01-29,2MShy1GSSgbmGUxADNIao5,152000,-9.954,0.0941,0.366,119.985,0.74,0.0,1
613,Happy Now,Zedd,616543,2019-01-29,4keoy2fqgwGnbWlm3ZVZFa,207030,-5.128,0.047,0.741,88.335,0.458,1.49e-06,1
614,Imposible,Luis Fonsi,1206043,2019-01-31,3ao3OVxHlb3C08vAaApUlm,163880,-2.935,0.0798,0.764,90.979,0.913,0.0,1
615,Fine China,Future,691383,2019-01-31,5274I4mUMnYczyeXkGDWZN,141587,-7.358,0.323,0.542,166.111,0.551,0.0,1
616,Trampoline,SHAED,640544,2019-01-31,0lsRatBUs9HNIZAmoGABzk,184060,-7.523,0.0301,0.412,126.754,0.537,0.00016,0
617,Derdim Olsun,Reynmen,637210,2019-01-31,0m0Ew7RcwZaBS8psxgE00P,195484,-7.541,0.0577,0.581,123.982,0.388,0.0,0
618,7 rings (feat. 2 Chainz) - Remix,Ariana Grande,765354,2019-02-01,6AyI8UGx8Y4peb7pLOy2pf,178640,-10.162,0.465,0.341,70.011,0.342,0.0,0
619,Hob,Hob,693652,2019-02-02,260R90ctQ1SiPax90PuEsT,153308,-6.464,0.298,0.75,81.955,0.857,0.0,1
620,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,653649,2019-02-02,2qkNnJvQvhLiZ63X1L3eFz,182341,-4.734,0.13,0.838,156.008,0.206,0.0,0
621,Sin Pijama,Becky G,651451,2019-02-02,2ijef6ni2amuunRoKTlgww,188560,-3.695,0.0464,0.745,94.014,0.82,2.93e-05,0
622,PPP,Kevin Roldan,648493,2019-02-02,1DcxnVNFAyVl2sDQ646pXS,129040,-6.839,0.109,0.65,92.975,0.712,8.17e-05,1
623,SOLO,JENNIE,592307,2019-02-03,2wVDWtLKXunswWecARNILj,169567,-5.165,0.087,0.642,95.045,0.388,0.0,0
624,Jenifer,Gabriel Diniz,571213,2019-02-03,7wMAgaPiKzTNxpDWu2BPfk,160640,-2.533,0.0453,0.934,160.108,0.916,1.73e-06,1
625,ROMEO & JULIET,Loredana,610357,2019-02-04,3uB8KqnEoQq5bTQ1JFHJ7Y,198627,-3.863,0.24,0.68,125.465,0.683,4.06e-05,0
626,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,607728,2019-02-04,1NHlyKgtR4roNylOhidKSv,175711,-5.363,0.238,0.74,100.003,0.664,0.0,1
627,Butterfly Doors,Lil Pump,604454,2019-02-04,4NdXQlDTzxbOMkzJGWFtz3,132923,-11.265,0.169,0.397,130.008,0.429,5.12e-05,1
628,Everybody Dies In Their Nightmares,XXXTENTACION,597428,2019-02-04,3GVkPk8mqxz0itaAriG1L7,95467,-7.066,0.133,0.57,129.953,0.689,2.14e-05,0
629,Sauce!,XXXTENTACION,642759,2019-02-05,3jq1RpStaB1YGyN3rRZGca,144724,-13.672,0.0347,0.313,135.034,0.405,0.0,0
630,One Call,Gunna,665432,2019-02-06,2IoZOYOZDrWCOLoZoYedxQ,195736,-7.309,0.343,0.481,146.992,0.188,1.38e-05,1
631,7 rings,Ariana Grande,7208649,2019-02-07,14msK75pk3pA33pzPVNtBF,178640,-10.744,0.323,0.321,70.142,0.319,0.0,0
632,"thank u, next",Ariana Grande,3109054,2019-02-07,2rPE9A1vEgShuZxxzR2tZH,207333,-5.642,0.0658,0.647,106.96,0.435,0.0,1
633,imagine,Ariana Grande,937172,2019-02-07,0todbbT9g5uQGbeFCiBf2F,212293,-4.993,0.039,0.474,62.484,0.376,0.0,1
634,monster,21 Savage,693706,2019-02-07,2FUNBaa5DwItJtYEBgAblU,233040,-6.916,0.124,0.607,134.022,0.224,0.000228,0
635,What Lovers Do,Maroon 5,652956,2019-02-07,0WdGQhoAP2LBsqr5Jhit2g,199849,-5.131,0.0611,0.597,110.001,0.419,5.66e-06,0
636,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,644389,2019-02-07,74lnM5V6ecvoTPV0fvptx9,166400,-9.32,0.442,0.617,149.962,0.632,0.0,0
637,Racks on Racks,Lil Pump,700007,2019-02-08,0SfG57HqtBNqKN9O27fo1s,129778,-7.166,0.0865,0.484,150.061,0.0934,6.22e-06,1
638,Hallo Hallo,Azet,725790,2019-02-09,3aYAAXlB1yvUs5MJ0FI3bh,166725,-6.674,0.283,0.654,98.036,0.661,0.0,1
639,Bebi Liguei - Ao Vivo,Marília Mendonça,676514,2019-02-09,1T7aSWZQIorPMzRT8jTMXc,159780,-4.253,0.198,0.804,153.883,0.682,0.0,1
640,These Days,Rudimental,663659,2019-02-09,20ZP3Om9DvDazXrNUC7WM2,211760,-4.084,0.0451,0.798,92.207,0.574,0.0,1
641,Side To Side,Ariana Grande,662940,2019-02-09,44ONERBHALxftQNWq6dmyd,226160,-5.84,0.229,0.736,159.174,0.612,0.0,0
642,Into You,Ariana Grande,578497,2019-02-10,76FZM38RC8XaAjJ77CVTNe,244453,-5.95,0.107,0.734,107.853,0.372,1.9e-06,1
643,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,578234,2019-02-10,1KVczjazCcCCgM3gXXUl47,223543,-7.089,0.164,0.601,147.018,0.525,0.0,1
644,Amigos Con Derechos,Reik,578027,2019-02-10,2zDj4WjbNDmrRL6Z4YjjCA,227476,-3.324,0.0613,0.807,183.971,0.63,0.0,1
645,All The Stars (with SZA),Kendrick Lamar,663766,2019-02-11,3GCdLUSnKSMJhs4Tj6CV3s,232187,-4.946,0.0597,0.633,96.924,0.552,0.000194,1
646,This Is America,Childish Gambino,662400,2019-02-11,0b9oOr2ZgvyQu88wzixux9,225773,-6.159,0.137,0.463,120.024,0.549,0.0,1
647,One Last Time,Ariana Grande,638055,2019-02-11,1CAksvEO6oRHd9bBKWAfuY,197253,-4.98,0.032,0.6,125.014,0.103,2.68e-06,1
648,La ragazza con il cuore di latta,Irama,695943,2019-02-12,0NmyHZZMfVBiUSOfDmz9Bf,222101,-7.093,0.182,0.687,99.939,0.305,0.0,1
649,Mine,Bazzi,634864,2019-02-12,7uzmGiiJyRfuViKKK3lVmR,131064,-3.874,0.0722,0.789,142.929,0.717,2.77e-06,1
650,Crushed Up,Future,685215,2019-02-13,7wcyO1rrH3Ru4t659IjG41,149949,-6.794,0.23,0.597,158.043,0.544,0.0,0
651,Anxiety (with Selena Gomez),Julia Michaels,656502,2019-02-13,1XJ93XskwJf7PCyIVLbNBt,210147,-6.522,0.179,0.384,141.924,0.503,0.0,1
652,7 Minutes,Dean Lewis,656229,2019-02-13,2BkyYZmU4JuWW2sYi9EzpC,211453,-6.478,0.0311,0.739,104.966,0.712,0.0,1
653,Stay With Me,Sam Smith,925306,2019-02-14,5Nm9ERjJZ5oyfXZTECKmRt,172724,-6.444,0.0414,0.42,84.094,0.184,6.39e-05,1
654,Make You Feel My Love,Adele,843563,2019-02-14,0mqTcM8kuu2IYPotMt7AzS,212040,-10.576,0.0292,0.173,76.97,0.0854,0.000401,1
655,Halo,Beyoncé,834975,2019-02-14,2CvOqDpQIMw69cCzWqr5yr,261160,-5.907,0.1,0.712,78.454,0.471,0.0,0
656,Every Breath You Take - Remastered 2003,The Police,821595,2019-02-14,5C0LFQARavkPpn7JgA4sLk,253250,-9.796,0.0348,0.452,117.401,0.74,0.00294,1
657,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,814345,2019-02-14,6GzApXoBQiiAjak3tOQfV3,149878,-5.445,0.0346,0.52,159.927,0.771,0.0,1
658,A Thousand Years,Christina Perri,791354,2019-02-14,6lanRgr6wXibZr8KgzXxBl,285120,-7.445,0.0267,0.407,139.028,0.161,0.000961,1
659,If I Ain't Got You,Alicia Keys,733558,2019-02-14,3XVBdLihbNbxUwZosxcGuJ,228707,-9.129,0.106,0.445,118.393,0.166,6.77e-06,1
660,"Fire On Fire - From ""Watership Down""",Sam Smith,725682,2019-02-14,5rFj8OzffT0iggSjcBaeND,246735,-7.356,0.046,0.407,115.124,0.341,0.0,0
661,The Night We Met,Lord Huron,697812,2019-02-14,6mORGLOz79w6VsCRLWYYuK,208212,-9.514,0.0441,0.369,174.107,0.0989,0.277,1
662,Love Lies (with Normani),Khalid,696673,2019-02-14,45Egmo7icyopuzJN0oMEdk,201707,-5.626,0.0449,0.648,143.955,0.338,0.0,1
663,She Will Be Loved - Radio Mix,Maroon 5,695009,2019-02-14,4llK75pXNWZz6KAho2Gp16,259453,-5.505,0.0254,0.667,102.002,0.51,0.0,0
664,First Off (feat. Travis Scott),Future,683846,2019-02-14,3WRIaWsws011vHMd9uzPjG,228367,-6.105,0.0776,0.683,162.038,0.445,0.0,1
665,Prinzessa,Capital Bra,736526,2019-02-15,7r55d7IhAj5UGKiYbXBwRP,178000,-6.766,0.125,0.583,100.464,0.277,1.97e-05,1
666,Speed It Up,Gunna,708155,2019-02-15,3BXXkwyhsHM0EPApHMhQC5,179022,-7.395,0.0582,0.587,143.027,0.435,0.01,1
667,Dumb Blonde (feat. Nicki Minaj),Avril Lavigne,691673,2019-02-16,1Spmq0UazGU6ovMIlGldZX,214652,-4.682,0.0803,0.852,110.017,0.922,0.0,1
668,Puntos Suspensivos,Piso 21,656567,2019-02-16,04cd1MHVq1D8v1nuTZoCdv,186316,-3.399,0.103,0.731,152.024,0.952,0.0,0
669,FEFE,6ix9ine,599666,2019-02-17,4QIyEq7TcTdAcxjI2AFlAK,179405,-9.127,0.412,0.387,125.978,0.376,0.0,1
670,BAD!,XXXTENTACION,590856,2019-02-17,22An65gG31JLf9n18qjdhZ,94246,-3.4,0.0671,0.492,143.983,0.374,0.0313,0
671,I Tuoi Particolari,Ultimo,586906,2019-02-17,524euygKKFWurhvIdSrkg6,219939,-5.682,0.063,0.588,135.884,0.297,0.0,1
672,Undecided,Chris Brown,634109,2019-02-18,7uiBocndm12aKbsdnQ3Scx,187298,-5.318,0.0966,0.527,96.37,0.589,0.0,1
673,Robbery,Juice WRLD,2026644,2019-02-19,711MglQhnhOF3UAiAs9A59,240437,-5.17,0.054,0.683,159.996,0.579,0.0,1
674,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,643396,2019-02-19,2v5JTeM6hSmi5wWy7jiwrI,233613,-3.568,0.0381,0.845,129.939,0.926,0.0,0
675,whoa (mind in awe),XXXTENTACION,640938,2019-02-20,7pdF27mSDuPWhppnHAmWHa,157777,-2.939,0.0441,0.525,160.147,0.369,0.918,0
676,Nights Like This (feat. Ty Dolla $ign),Kehlani,1257464,2019-02-21,7e4KQkp5ZR1gXCAalRjX6B,201788,-5.131,0.15,0.725,146.163,0.291,0.0,1
677,Red Room,Offset,1112656,2019-02-21,2MJdgSby3DtSS7bUJx2cly,241440,-8.591,0.158,0.559,112.339,0.517,0.0,0
678,Soldi,Mahmood,844103,2019-02-21,2dxky69jKzbtUfA3Hl8Nuo,195476,-9.832,0.0466,0.581,94.904,0.372,0.0,0
679,So Close,NOTD,726677,2019-02-21,7FjZU7XFs7P9jHI9Z0yRhK,190302,-5.896,0.0666,0.872,125.03,0.761,7.08e-06,1
680,Woman Like Me (feat. Nicki Minaj),Little Mix,687051,2019-02-21,222B3aljXx6fFwKmFjuBED,229720,-3.449,0.0608,0.854,75.002,0.8,0.0,0
681,Nice For What,Drake,661658,2019-02-21,3CA9pLiwRIGtUBiMjbZmRw,210747,-6.474,0.0705,0.909,93.394,0.757,0.000109,1
682,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,655046,2019-02-21,7ycWLEP1GsNjVvcjawXz3z,205040,-8.152,0.136,0.569,80.02,0.294,0.0816,0
683,Wolves,Selena Gomez,648473,2019-02-21,0tBbt8CrmxbjRP0pueQkyU,197993,-4.59,0.0432,0.807,124.946,0.305,0.0,0
684,Peer Pressure (feat. Julia Michaels),James Bay,858574,2019-02-22,4JWQC6gyYoPRnxRxk0ta2M,176880,-6.083,0.0277,0.715,135.826,0.42,0.0,0
685,Father Of 4 (feat. Big Rube),Offset,791366,2019-02-22,57QievAWQ13DWl20Obiz8E,259834,-7.739,0.163,0.515,149.977,0.421,4.31e-06,1
686,Wit It,Gunna,785070,2019-02-22,1unFtbwcAnSGgYPmp52vc0,139644,-5.318,0.0745,0.657,125.905,0.508,0.0,0
687,Butterfly Doors,Lil Pump,769333,2019-02-22,5X4c1AVbFfl8u36AE5QLCI,132923,-11.265,0.169,0.397,130.008,0.429,5.12e-05,1
688,Drop Out,Lil Pump,768041,2019-02-22,1O01cSag3DaCGneWQgPBL4,121000,-6.31,0.138,0.573,120.032,0.549,0.0,1
689,One Call,Gunna,746167,2019-02-22,3pq5dd3Hwg2uJ3d63v9YRx,195736,-7.309,0.343,0.481,146.992,0.188,1.38e-05,1
690,Tats On My Face,Offset,732940,2019-02-22,4TzXqUIcdpAmre24puQ6Uu,182023,-8.742,0.297,0.335,140.061,0.213,0.0,1
691,Racks on Racks,Lil Pump,730362,2019-02-22,56lQI55srtE2glxdPffDLT,129778,-7.166,0.0865,0.484,150.061,0.0934,6.22e-06,1
692,Lost in the Fire,Gesaffelstein,728262,2019-02-22,7wFybC8jBH3zE139OpCtpG,202093,-12.159,0.0359,0.675,101.004,0.176,0.00133,1
693,Fragen,Azet,717174,2019-02-22,26pr9oLIVAc1L62F2exIRT,176261,-5.26,0.273,0.733,123.14,0.409,8.28e-05,0
694,Wild Wild West (feat. Gunna),Offset,712650,2019-02-23,0SQ8yalm13UIJuebuZkQlH,236300,-5.315,0.199,0.621,114.007,0.497,0.0,1
695,Ferrari,Eno,707695,2019-02-23,4AgK0CwpwcekXVdAoYB2VO,172321,-4.889,0.318,0.725,79.648,0.625,0.0,0
696,Gib Ihm,Shirin David,667964,2019-02-23,5iIgIxtMNeogKaFUfvuAbs,162997,-10.641,0.32,0.402,97.976,0.578,3.38e-05,0
697,Jackie Chan,Tiësto,660899,2019-02-23,4kWO6O1BUXcZmaxitpVUwp,215760,-2.867,0.045,0.834,128.005,0.687,0.0,0
698,Alone,Marshmello,616258,2019-02-24,12mGwph2YzDIlChtq3EdXP,273803,-3.74,0.0353,0.953,142.011,0.397,0.0164,1
699,I Guess I Just Feel Like,John Mayer,585654,2019-02-24,1HNywa8Bk0TmzRwQrzhtPo,285480,-8.033,0.0266,0.528,159.821,0.163,0.0964,1
700,Everyday,Logic,576798,2019-02-24,4EAV2cKiqKP5UPZmY6dejk,204747,-4.146,0.0374,0.752,149.961,0.442,0.0,1
701,breathin,Ariana Grande,572666,2019-02-24,4OafepJy2teCjYJbvFE60J,198160,-5.413,0.0433,0.656,100.049,0.364,1.37e-05,1
702,Outstanding,Gunna,692041,2019-02-25,76PwajqH3ej4hnk9tgaJpp,180780,-4.554,0.241,0.73,149.075,0.324,0.0,0
703,How Did I Get Here (feat. J. Cole),Offset,668074,2019-02-25,32iPykTXUNZ9oGyACGUybq,276794,-7.92,0.233,0.544,129.993,0.114,1.6e-06,1
704,DNA,KC Rebell,654096,2019-02-25,4BD9yUEFI07WaDJ381DDMq,253346,-5.242,0.264,0.686,156.033,0.544,2.23e-06,1
705,Capital Bra je m'appelle,Capital Bra,648468,2019-02-25,6VMAFT0zfide2Jg8MVZAPz,187000,-4.653,0.166,0.768,80.066,0.753,0.000186,0
706,Hope,The Chainsmokers,626457,2019-02-25,4BiiOzZCrXEzHRLYcYFiD5,180120,-5.982,0.0958,0.699,104.941,0.513,3.6e-06,0
707,Lick,Offset,625487,2019-02-25,4W9XGjEUVG9junR70FOLii,204516,-6.611,0.0958,0.539,103.0,0.657,0.0,0
708,Goutte d’eau,Ninho,644851,2019-02-26,5ojNTROUJJgCFFbdD3xTZn,157076,-6.163,0.163,0.685,137.834,0.312,0.0,0
709,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,644580,2019-02-26,6mQLN3zRtAp6ovjusyYKrV,218293,-4.993,0.0393,0.743,125.944,0.571,0.0,1
710,Speed It Up,Gunna,641833,2019-02-26,6PfI6EeLNiNGVAVg11nv7D,179022,-7.395,0.0582,0.587,143.027,0.435,0.01,1
711,I'm a Mess,Bebe Rexha,645498,2019-02-27,04ZTP5KsCypmtCmQg5tH9R,195519,-6.257,0.0253,0.694,97.005,0.216,0.0,0
712,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,690708,2019-02-28,3DKpA54hrFIdPN6AtL9HXa,281235,-7.464,0.0298,0.335,109.908,0.25,1.25e-06,1
713,YOSEMITE,Travis Scott,686921,2019-02-28,7lAK3oHbfEnvUQWosrMMpR,150043,-6.571,0.0409,0.554,128.047,0.144,3.4e-06,1
714,make up,Ariana Grande,679354,2019-02-28,27356GVuMPFWiJSZCragoM,140693,-5.373,0.21,0.714,105.137,0.477,1.48e-06,1
715,Never Go Back,Dennis Lloyd,674890,2019-02-28,2QrXzOqLCVDRZHkToA0tSR,175424,-4.85,0.398,0.653,78.6,0.733,0.0,0
716,God is a woman,Ariana Grande,643397,2019-02-28,5OCJzvD7sykQEKHH7qAC3C,197547,-5.934,0.0558,0.658,145.031,0.268,6e-05,1
717,Stay Flo,Solange,811241,2019-03-01,6GCIYIWUBSLontW6divqsw,175707,-7.119,0.0278,0.558,155.974,0.674,2.03e-05,1
718,Flux,Ellie Goulding,785963,2019-03-01,4zb3kFL9fXrrfTwIY4CcDy,229783,-5.903,0.0273,0.465,93.024,0.302,0.0,1
719,Nowadays Pt. 2 (feat. Landon Cube),Lil Skies,751710,2019-03-01,0Goo25lbtpwor5vb0K2r21,221153,-3.607,0.0298,0.829,152.059,0.349,0.0,0
720,Be Like Me (feat. Lil Wayne),Lil Pump,705087,2019-03-01,6flur5o18COKeafnjLHRiJ,240000,-8.08,0.173,0.396,104.006,0.593,0.0,0
721,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",Dua Lipa,694996,2019-03-01,5600nq7TiBraBX2jobyJ3l,182075,-6.54,0.216,0.821,188.098,0.509,0.000275,0
722,Burnin' Up,Jonas Brothers,686991,2019-03-01,68r3esIMdWpIeZqWZQDnfY,175347,-3.387,0.0881,0.948,114.012,0.841,0.0,1
723,Atrasadinha - Ao Vivo,Felipe Araújo,669148,2019-03-02,5EKHbW7mXcAR4hCyS3YXjb,172767,-3.396,0.109,0.844,159.969,0.716,0.0,1
724,Momma I Hit A Lick (feat. Kendrick Lamar),2 Chainz,653633,2019-03-02,7jKUnzzOGhAlPjr7LkIUlE,173760,-6.293,0.34,0.467,179.974,0.4,3.32e-05,1
725,Dile la Verdad,The Rudeboyz,652558,2019-03-02,6qP73DRFGojLuIk1siIhNE,219029,-3.504,0.141,0.701,103.0,0.823,1.16e-05,1
726,Ella Quiere Beber - Remix,Anuel AA,1359333,2019-03-03,2cYnZNzFRFK0H7vSNxPsUq,219357,-3.083,0.124,0.665,95.239,0.698,0.0,1
727,Vamos pra Gaiola,MC Kevin o Chris,659943,2019-03-03,7FiIQXpIeLo3ITfGGpb8PB,161600,-5.576,0.281,0.971,149.987,0.521,0.00143,1
728,Agora é Tudo Meu,Dennis DJ,621169,2019-03-03,5yH8pYxNckOU1cxfPsMIaz,171998,-3.306,0.106,0.933,139.998,0.506,2.81e-06,0
729,Cuando Te Besé,Becky G,599730,2019-03-03,2XXMDz7SPZ4mSFN1PXfHUy,254383,-3.713,0.213,0.732,100.048,0.295,5.14e-06,0
730,Culpables,KAROL G,590687,2019-03-03,6q8Lb50EtqNeeJXXe8mMAH,226627,-2.942,0.0683,0.801,130.059,0.416,4.71e-06,0
731,Silence,Marshmello,582488,2019-03-03,7vGuf3Y35N4wmASOKLUVVU,180823,-3.093,0.0853,0.761,141.971,0.286,4.96e-06,1
732,Terremoto,Anitta,580268,2019-03-03,7G2XZhDNHo7SSDWSVxC0UT,146276,-5.836,0.0898,0.805,95.045,0.967,0.0,0
733,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,577703,2019-03-03,0IQCOAw9ZAI6WnXIrl481F,177094,-7.153,0.404,0.361,89.803,0.844,0.0,1
734,Almeda,Solange,642563,2019-03-04,6IAgarq2wDeYzpsY2Kx0Hw,236120,-5.296,0.032,0.553,110.015,0.0631,1.52e-05,1
735,Bones (feat. OneRepublic),Galantis,614207,2019-03-04,1pfgsjmxVZhoZpeDx6POKv,205793,-5.735,0.0377,0.804,120.047,0.508,0.0,1
736,in my head,Ariana Grande,612521,2019-03-04,4T652DlATVHe0jdLKaN3Bw,222947,-6.402,0.0703,0.6,134.979,0.331,0.000137,1
737,Almost (Sweet Music),Hozier,771020,2019-03-05,5Apvsk0suoivI1H8CmBglv,217480,-5.601,0.105,0.687,90.036,0.711,2.86e-06,1
738,Bad Girls (feat. Gucci Mane),Lil Skies,688059,2019-03-05,0hCHNYL8ApQCGNwJrYN1FY,219664,-4.727,0.047,0.761,131.01,0.277,0.0,0
739,Rule The World (feat. Ariana Grande),2 Chainz,675008,2019-03-05,1R6VwZ8TuHRzxZUxe88n4I,245893,-6.232,0.0893,0.584,88.073,0.447,2.63e-06,0
740,Whip (feat. Travis Scott),2 Chainz,667763,2019-03-05,6Z4rmc0uujCpl8yXe3yjgI,226600,-7.428,0.0951,0.399,121.949,0.0379,0.0,1
741,Lucky You (feat. Joyner Lucas),Eminem,629275,2019-03-05,60SdxE8apGAxMiRrpbmLY0,244679,-4.884,0.306,0.786,153.068,0.575,0.0,0
742,Robbery,Juice WRLD,2235585,2019-03-07,44ShclXTOOnYtt5CnCDeGV,240527,-5.179,0.0442,0.691,79.99,0.535,0.0,1
743,Hear Me Calling,Juice WRLD,975820,2019-03-07,5UYK9MervBCROg8AHNeEIy,189977,-3.546,0.186,0.701,177.943,0.588,9.9e-06,1
744,Girls Need Love (with Drake) - Remix,Summer Walker,872528,2019-03-07,0mfCH4nfpshBQR9ueZP5eP,222374,-9.481,0.217,0.432,97.022,0.0897,0.0,0
745,Forever Alone,Paulo Londra,684692,2019-03-07,5NPzbTzFxIQPaheZuPhn4f,215963,-8.392,0.0561,0.426,129.954,0.477,0.000228,0
746,What A Time (feat. Niall Horan),Julia Michaels,671015,2019-03-07,5WtfUKzXircvW8l5aaVZWT,173307,-6.184,0.0302,0.467,132.854,0.386,0.0,1
747,Asesina - Remix,Brytiago,667069,2019-03-07,59PYgzOiOjGDzjDT5N5oOX,327467,-4.252,0.226,0.69,94.194,0.516,0.0,0
748,ghostin,Ariana Grande,662413,2019-03-07,4lD7gHKF1e8Y9stQuVezZB,271467,-8.294,0.0292,0.358,103.807,0.111,1.71e-05,1
749,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3494044,2019-03-08,7dbka99KTWke5o9hRp0JoB,158040,-5.574,0.0466,0.479,89.913,0.912,0.0,1
750,Demonz (feat. Brent Faiyaz) - Interlude,Juice WRLD,1046168,2019-03-08,5ZOEulH7fvK4ZkMLTOyKL0,95267,-11.389,0.0601,0.309,169.522,0.18,0.279,1
751,Syphilis,Juice WRLD,900434,2019-03-08,4dOmgE4ULbySxpeGObN8RL,131761,-3.103,0.248,0.659,148.03,0.336,0.0,1
752,ON GOD (feat. Young Thug),Juice WRLD,888930,2019-03-08,572BChNcXOIvtfn2TGmTKc,250272,-6.23,0.0601,0.722,145.99,0.338,0.0,0
753,Desire,Juice WRLD,830791,2019-03-08,15LOSQ3z91ZB2wMiMhiCjZ,189813,-4.713,0.0481,0.767,148.009,0.205,0.0,0
754,Two of Us,Louis Tomlinson,813241,2019-03-08,3fd5jcZKAzoiivM4ZDwhyU,217855,-5.411,0.0321,0.605,127.107,0.329,0.0,1
755,Lo/Hi,The Black Keys,791570,2019-03-08,6XRgC4KAp4upKu0v7H4tQo,177003,-7.445,0.0321,0.679,122.012,0.705,0.000427,1
756,Out My Way,Juice WRLD,774439,2019-03-08,0baYVkFX4vIXXmIuHRWXDN,156621,-3.166,0.34,0.832,164.144,0.498,0.0,0
757,The Bees Knees,Juice WRLD,757146,2019-03-08,6LkawpJyy0TZJ6Z41gMVyy,325810,-4.751,0.0844,0.724,140.029,0.289,0.0,1
